name,fiscal_year,total,month_name,month,fiscal_month,year
parking,2020,7992787.0,aug,8,2,2019
valet,2020,140601.0,aug,8,2,2019
other_taxes,2020,13.0,aug,8,2,2019
outdoor_ads,2020,317347.0,aug,8,2,2019
soda,2020,6684735.0,aug,8,2,2019
real_estate_transfer,2020,30029610.0,aug,8,2,2019
amusement,2020,2009312.0,aug,8,2,2019
wage_pica,2020,35375316.0,aug,8,2,2019
birt,2020,8723158.0,aug,8,2,2019
net_profits,2020,1374332.0,aug,8,2,2019
net_profits_pica,2020,650577.0,aug,8,2,2019
net_profits_city,2020,723755.0,aug,8,2,2019
earnings,2020,867598.0,aug,8,2,2019
earnings_pica,2020,301479.0,aug,8,2,2019
earnings_city,2020,566119.0,aug,8,2,2019
wage,2020,148770691.0,aug,8,2,2019
all_taxes,2020,214669300.0,aug,8,2,2019
sales,2020,34822318.0,aug,8,2,2019
real_estate,2020,9262789.0,aug,8,2,2019
wage_city,2020,113395375.0,aug,8,2,2019
other_taxes,2020,0.0,sep,9,3,2019
wage_city,2020,126938642.0,sep,9,3,2019
all_taxes,2020,211248587.0,sep,9,3,2019
wage_pica,2020,39328889.0,sep,9,3,2019
wage,2020,166267531.0,sep,9,3,2019
earnings_city,2020,455678.0,sep,9,3,2019
earnings_pica,2020,231534.0,sep,9,3,2019
earnings,2020,687212.0,sep,9,3,2019
net_profits_city,2020,1265945.0,sep,9,3,2019
net_profits_pica,2020,1132159.0,sep,9,3,2019
net_profits,2020,2398104.0,sep,9,3,2019
birt,2020,19716941.0,sep,9,3,2019
sales,2020,13852047.0,sep,9,3,2019
amusement,2020,5234182.0,sep,9,3,2019
tobacco,2020,263.0,sep,9,3,2019
parking,2020,8446302.0,sep,9,3,2019
valet,2020,156461.0,sep,9,3,2019
real_estate_transfer,2020,21169644.0,sep,9,3,2019
outdoor_ads,2020,310716.0,sep,9,3,2019
soda,2020,6785543.0,sep,9,3,2019
real_estate,2020,6916223.0,sep,9,3,2019
all_taxes,2020,253270699.0,oct,10,4,2019
other_taxes,2020,0.0,oct,10,4,2019
soda,2020,7708107.0,oct,10,4,2019
real_estate,2020,6956974.0,oct,10,4,2019
wage_city,2020,154166655.0,oct,10,4,2019
wage_pica,2020,48077631.0,oct,10,4,2019
wage,2020,202244286.0,oct,10,4,2019
earnings_city,2020,810673.0,oct,10,4,2019
earnings_pica,2020,431522.0,oct,10,4,2019
earnings,2020,1242195.0,oct,10,4,2019
net_profits_city,2020,1480025.0,oct,10,4,2019
net_profits_pica,2020,1315641.0,oct,10,4,2019
birt,2020,19603288.0,oct,10,4,2019
sales,2020,13842866.0,oct,10,4,2019
amusement,2020,1152411.0,oct,10,4,2019
tobacco,2020,4618.0,oct,10,4,2019
parking,2020,8358578.0,oct,10,4,2019
valet,2020,127797.0,oct,10,4,2019
real_estate_transfer,2020,38706106.0,oct,10,4,2019
outdoor_ads,2020,352601.0,oct,10,4,2019
net_profits,2020,2795666.0,oct,10,4,2019
real_estate,2020,5160201.0,nov,11,5,2019
outdoor_ads,2020,271381.0,nov,11,5,2019
real_estate_transfer,2020,27648245.0,nov,11,5,2019
valet,2020,171753.0,nov,11,5,2019
parking,2020,8705084.0,nov,11,5,2019
tobacco,2020,3377.0,nov,11,5,2019
amusement,2020,1696658.0,nov,11,5,2019
sales,2020,15544032.0,nov,11,5,2019
soda,2020,5066614.0,nov,11,5,2019
birt,2020,6096237.0,nov,11,5,2019
net_profits_pica,2020,573212.0,nov,11,5,2019
net_profits_city,2020,626412.0,nov,11,5,2019
earnings,2020,935601.0,nov,11,5,2019
earnings_pica,2020,333410.0,nov,11,5,2019
earnings_city,2020,602191.0,nov,11,5,2019
wage,2020,158217443.0,nov,11,5,2019
wage_pica,2020,37609869.0,nov,11,5,2019
net_profits,2020,1199624.0,nov,11,5,2019
other_taxes,2020,0.0,nov,11,5,2019
all_taxes,2020,192199759.0,nov,11,5,2019
wage_city,2020,120607574.0,nov,11,5,2019
wage_pica,2020,38856508.0,dec,12,6,2019
